SR_NO,sentence_list,np_list,vp_list,ner_rich,label
2059,2 1 1 2 Data Verification for Straight through Processing Data captured can be verified with master As a first step the AI model is to be trained with labeled documents to retrieve metadata information from the document,6,3,1,TRAIN
2060,Since it is context based metadata identification both models NER as well as Categorizer can be used,2,2,1,TRAIN
2061,For training NER models the process is same that is to annotate the documents and then use the annotated documents for training,3,1,1,TRAIN
2062,Categorizer model is supported by some of the NLP tools such as Apache OpenNLP,1,1,1,TRAIN
2063,To train a categorizer model first the categories need to be defined,3,1,1,TRAIN
2064,For example to implement metadata identification through classification a category needs to be mapped to a metadata value,7,1,1,TRAIN
2065,As next step from labelled data management system for automatic processing such as claim processing etc,6,1,1,TRAIN
2066,2 2 Content Ingestion Content Ingestion is a process where content is loaded into Content Services platform either through a batch process or manually through a user interface,5,1,1,TRAIN
2067,Biggest challenge here is identifying the metadata to tag with,2,1,1,TRAIN
2068,For batch process metadata needs to be made available to the ingestion process through an XML CVS database etc,5,1,1,TRAIN
2069,For manual ingestion or upload user needs to think what metadata the file should have and then accordingly enter the metadata on user interface,4,1,1,TRAIN
2070,It content important business terms phrases which helps in classifying the content to the category need to be listed against that category,4,2,1,TRAIN
2071,This list of category mapped to business terms can be fed to NLP engine which then build a categorizer model,6,3,1,TRAIN
2072,Based on the occurrences of the business terms phrases in the new or unseen content it can be classified into a category which is being mapped to a metadata value,3,2,1,TRAIN
2073,New or unseen content is subjected to either NER or Categorizer or both the models,1,1,1,TRAIN
2074,Use of both models will need more time to train will give higher accuracy and of course less throughput,5,2,1,TRAIN
2075,With appropriate plug ins text from audio and video files can be generated and takes significant amount of time to finalize what metadata the content should have,7,2,1,TRAIN
2076,This manual process is also prone to mistakes,1,0,0,TRAIN
2077,NLP can help here by cognitively tagging the metadata to the content during ingestion,4,1,1,TRAIN
2078,NLP engine can be trained to identify the metadata to be tagged based on the context of the content,3,3,1,TRAIN
2079,The identified metadata can be tagged with the content during ingestion,1,2,1,TRAIN
2080,This can be illustrated by following diagram subjected to the AI models for metadata identification and then ingested into the Content Services Platform,2,4,1,TRAIN
2081,2 2 1 Implementations scenarios Described below are the different implementation scenarios in the context of cognitive content ingestion,3,1,1,TRAIN
2082,2 2 1 1 During Batch Ingestion In any batch ingestion process appropriate metadata values are needed to complete the process,4,1,1,TRAIN
2083,One of the major challenges is the non availability of the metadata values which are being expected by Content Service Platform,1,1,1,TRAIN
2084,NLP can help in bridging the expectation by extracting context based values,3,3,1,TRAIN
2085,AI models can be trained which can identify the metadata values as External Document © 2019 Infosys Limited External Document © 2019 Infosys Limited a part of ingestion process and then load the content with appropriate metadata values,8,1,1,TRAIN
2086,With NLP tool as a part of ingestion pipeline content from sources where the metadata values are not available can be ingested into Content Services Platform,4,1,1,TRAIN
2087,2 2 1 2 Manual content upload When users upload content manually into Content Services Platform using a user interface they have to enter metadata values,5,1,1,TRAIN
2088,In order to do this users have to read through the document listen or view the content and then decide what metadata values this content can have,6,1,1,TRAIN
2089,From users’ perspective this process is very time consuming and prone to errors,1,2,1,TRAIN
2090,NLP can solve this challenge,2,0,0,TRAIN
2091,A trained NER or Categorizer model can identify what metadata values the content can have,4,0,0,TRAIN
2092,Users are first asked to upload content which can be analyzed by the AI model and the suggested metadata that can be prefilled on user interface,3,4,1,TRAIN
2093,Users need to just verify it and submit it,1,1,1,TRAIN
2094,This saves time for the user,2,0,0,TRAIN
2095,2 2 1 3 Shared Drive Migration Most of the organization store content on shared network drives,4,1,1,TRAIN
2096,Content which is stored on shared drive are not tagged with any metadata or organized in any directory structure,3,3,1,TRAIN
2097,Due to this the content cannot be located and reused,1,2,1,TRAIN
2098,More than that content laying on shared drive can be a risk on adherence to compliance and regulatory standards,5,1,1,TRAIN
2099,To overcome these challenges and to manage the content efficiently it needs to be migrated to a Content Service platform,2,2,1,TRAIN
2100,To migrate the content of shared drives a trained NER or Categorizer model can be plugged in into the migration framework,4,2,1,TRAIN
2101,NLP model can identify the metadata of content and it can be tagged to the content while loading the content into the content service platform,7,1,1,TRAIN
2102,2 3 Content Management Unstructured content stored on Content Services Platform needs to be managed effectively and efficiently in order to locate and reuse the content to enable the use of the content in business processes etc,6,2,1,TRAIN
2103,This can be achieved by maintaining the proper identity of content,2,1,1,TRAIN
